row_key,id,split,domain,provider,judge_model,repetition,include_domain,candidate_order_json,raw_predicted_label,predicted_label,predicted_source_type,confidence,scores_json,evidence_json,input_tokens,output_tokens,total_tokens,error
test::T0084,T0084,test,opinion,gemini,gemini-3.5-flash-lite,1,False,"[""HuggingFaceTB/SmolLM3-3B"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.45,"{""human"": 0.45, ""HuggingFaceTB/SmolLM3-3B"": 0.11, ""Qwen/Qwen3-4B-Instruct-2507"": 0.11, ""google/gemma-4-E4B-it"": 0.11, ""microsoft/Phi-4-mini-instruct"": 0.11, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.11}","[""The text displays natural argumentative progression typical of standard essay writing."", ""Lacks the overt structural formulaic markers and recurring boilerplate endings characteristic of many synthetic generation models."", ""Sentence variety and vocabulary choices feel consistent with human composition.""]",,,1156.0,
test::T0084,T0084,test,opinion,gemini,gemini-3.5-flash-lite,2,False,"[""Qwen/Qwen3-4B-Instruct-2507"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""HuggingFaceTB/SmolLM3-3B"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""google/gemma-4-E4B-it""]",human,human,human,0.45,"{""human"": 0.45, ""HuggingFaceTB/SmolLM3-3B"": 0.06, ""Qwen/Qwen3-4B-Instruct-2507"": 0.15, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.12, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.12}","[""Natural essayistic structure with balanced exploration of both sides of the urban mobility debate."", ""Lacks stereotypical AI transition scaffolding or repetitive listicles."", ""Appropriate lexical variety and smooth flow typical of human-authored argumentative prose.""]",,,1155.0,
test::T0092,T0092,test,story,openai,gpt-5.6-luna,0,False,"[""microsoft/Phi-4-mini-instruct"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.3,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.14, ""Qwen/Qwen3-4B-Instruct-2507"": 0.16, ""google/gemma-4-E4B-it"": 0.17, ""microsoft/Phi-4-mini-instruct"": 0.3, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.15}","[""The prose is highly formulaic and image-dense, with repeated seasonal and sensory motifs."", ""It contains continuity and wording inconsistencies, such as summer festivities followed abruptly by a first snowflake and the phrase “indulge in the indulgences.”"", ""The unfinished final sentence is consistent with a generated-text truncation artifact.""]",991.0,214.0,1205.0,
test::T0092,T0092,test,story,openai,gpt-5.6-luna,1,False,"[""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507""]",HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,ai,0.34,"{""human"": 0.04, ""HuggingFaceTB/SmolLM3-3B"": 0.34, ""Qwen/Qwen3-4B-Instruct-2507"": 0.2, ""google/gemma-4-E4B-it"": 0.12, ""microsoft/Phi-4-mini-instruct"": 0.16, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.14}","[""Highly formulaic pastoral imagery and repeated seasonal motifs suggest generated prose."", ""The narrative contains continuity anomalies, especially a sudden first snowflake during an end-of-summer scene and an unfinished final sentence."", ""Redundant phrasing such as “indulge in the indulgences” is characteristic of low-to-mid-sized model generation.""]",991.0,217.0,1208.0,
test::T0092,T0092,test,story,openai,gpt-5.6-luna,2,False,"[""Qwen/Qwen3-4B-Instruct-2507"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""human"", ""HuggingFaceTB/SmolLM3-3B"", ""microsoft/Phi-4-mini-instruct""]",HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,ai,0.46,"{""human"": 0.04, ""HuggingFaceTB/SmolLM3-3B"": 0.46, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.08, ""microsoft/Phi-4-mini-instruct"": 0.2, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.12}","[""Highly formulaic pastoral imagery and repeated seasonal/light motifs suggest synthetic generation."", ""The prose contains continuity anomalies, including a first snowflake during a late-summer scene and an unfinished final sentence."", ""Repetitive descriptive sequencing is most consistent with a small instruction-tuned model.""]",991.0,207.0,1198.0,
test::T0092,T0092,test,story,gemini,gemini-3.5-flash-lite,0,False,"[""HuggingFaceTB/SmolLM3-3B"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507"", ""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it""]",HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,ai,0.45,"{""human"": 0.05, ""HuggingFaceTB/SmolLM3-3B"": 0.45, ""Qwen/Qwen3-4B-Instruct-2507"": 0.15, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.15}","[""The text abruptly cuts off at the end of a sentence without proper closure, typical of small language model generation limits."", ""Contains formulaic descriptive clichés ('sweet scent of blooming lilacs', 'gentle hum of cicadas')."", ""Transitions between distinct temporal settings (twilight to sunrise to sleeping) happen with compressed, model-like pacing.""]",,,1193.0,
test::T0092,T0092,test,story,gemini,gemini-3.5-flash-lite,1,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507""]",mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ai,0.55,"{""human"": 0.05, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.55}","[""Overuse of clichéd descriptive phrases ('sweet scent', 'gentle hum', 'amber waves')."", ""Slightly disjointed temporal progression typical of certain language model outputs."", ""Abrupt truncation at the end of the text.""]",,,1173.0,
test::T0092,T0092,test,story,gemini,gemini-3.5-flash-lite,2,False,"[""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct""]",Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Instruct-2507,ai,0.55,"{""human"": 0.05, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.55, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Characteristic heavy reliance on formulaic sentimental and sensory tropes typical of instruction-tuned language models."", ""Slight contradictions in narrative progression (abruptly shifting from summer twilight and fireflies to the first snowflake and dawn)."", ""Abrupt truncation at the end of the text sequence.""]",,,1181.0,
test::T0125,T0125,test,howto,openai,gpt-5.6-luna,0,False,"[""human"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct""]",HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,ai,0.3,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.3, ""Qwen/Qwen3-4B-Instruct-2507"": 0.16, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.15, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.17}","[""Repetitive advice structure and frequent restatement of \""feelings\"" suggest templated or machine-generated prose."", ""Awkward formatting artifacts (e.g., \""; ,\"" separators and missing spaces) are more consistent with generated or extracted text than careful human writing."", ""The tone is generic and highly explicit, with repeated conditional constructions and limited lexical variation.""]",942.0,224.0,1166.0,
test::T0125,T0125,test,howto,openai,gpt-5.6-luna,1,False,"[""microsoft/Phi-4-mini-instruct"", ""human"", ""google/gemma-4-E4B-it"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.3,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.14, ""Qwen/Qwen3-4B-Instruct-2507"": 0.18, ""google/gemma-4-E4B-it"": 0.16, ""microsoft/Phi-4-mini-instruct"": 0.3, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.14}","[""Repetitive, generic advice with frequent gendered “he or she” phrasing suggests templated or machine-generated prose."", ""Awkward punctuation and formatting artifacts (e.g., “.; ,” and compressed sentence boundaries) are more consistent with generated or processed text than polished human writing."", ""The organization follows a repetitive checklist structure with limited lexical variety.""]",942.0,220.0,1162.0,
test::T0125,T0125,test,howto,openai,gpt-5.6-luna,2,False,"[""human"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""microsoft/Phi-4-mini-instruct"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it""]",mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ai,0.29,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.17, ""Qwen/Qwen3-4B-Instruct-2507"": 0.14, ""google/gemma-4-E4B-it"": 0.16, ""microsoft/Phi-4-mini-instruct"": 0.16, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.29}","[""The text has repetitive advice structures and generic, evenly qualified phrasing typical of generated instructional prose."", ""Awkward punctuation and formatting artifacts (such as “.; ,” and missing spaces) suggest machine-generated or transformed text."", ""Frequent repeated pronouns and conditional patterns reduce stylistic naturalness and lexical variation.""]",942.0,217.0,1159.0,
test::T0125,T0125,test,howto,gemini,gemini-3.5-flash-lite,0,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""google/gemma-4-E4B-it""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.03, ""Qwen/Qwen3-4B-Instruct-2507"": 0.03, ""google/gemma-4-E4B-it"": 0.03, ""microsoft/Phi-4-mini-instruct"": 0.03, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""The text features idiosyncratic formatting artifacts like semicolons and commas separating paragraphs."", ""The tone and advice-column structure reflect organic human writing patterns rather than standard LLM instructional formatting.""]",,,1123.0,
test::T0125,T0125,test,howto,gemini,gemini-3.5-flash-lite,1,False,"[""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""Qwen/Qwen3-4B-Instruct-2507"", ""human"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""microsoft/Phi-4-mini-instruct""]",human,human,human,0.55,"{""human"": 0.55, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.05, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Punctuation anomalies like the semicolon followed by a comma and space separator are uncharacteristic of standard LLM output style."", ""The conversational, slightly disjointed multi-paragraph layout resembles web-scraped human advice forum content.""]",,,1129.0,
test::T0125,T0125,test,howto,gemini,gemini-3.5-flash-lite,2,False,"[""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""human""]",human,human,human,0.95,"{""human"": 0.95, ""HuggingFaceTB/SmolLM3-3B"": 0.01, ""Qwen/Qwen3-4B-Instruct-2507"": 0.01, ""google/gemma-4-E4B-it"": 0.01, ""microsoft/Phi-4-mini-instruct"": 0.01, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.01}","[""The text displays organic, human-authored advice column structure."", ""Punctuation artifacts like '; , ' suggest a human copy-paste error from an external source."", ""Lacks the standard formulaic conversational intro and outro typical of LLM generations.""]",,,1140.0,
test::T0129,T0129,test,howto,openai,gpt-5.6-luna,0,False,"[""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3""]",HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,ai,0.3,"{""human"": 0.16, ""HuggingFaceTB/SmolLM3-3B"": 0.3, ""Qwen/Qwen3-4B-Instruct-2507"": 0.14, ""google/gemma-4-E4B-it"": 0.12, ""microsoft/Phi-4-mini-instruct"": 0.15, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.13}","[""The passage has awkward punctuation and delimiter-like semicolon/comma transitions, suggesting generated or transformed text rather than polished human prose."", ""It uses repetitive instructional phrasing and uneven specificity, with occasional grammatical awkwardness such as “3.5 sides” and “once they are trained to the fence.”"", ""The practical, list-like organization and moderately coherent details are most consistent with a small instruction-tuned model.""]",971.0,234.0,1205.0,
test::T0129,T0129,test,howto,openai,gpt-5.6-luna,1,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it""]",mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ai,0.3,"{""human"": 0.12, ""HuggingFaceTB/SmolLM3-3B"": 0.16, ""Qwen/Qwen3-4B-Instruct-2507"": 0.14, ""google/gemma-4-E4B-it"": 0.15, ""microsoft/Phi-4-mini-instruct"": 0.13, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.3}","[""The passage has awkward punctuation and delimiter-like fragments (e.g., “.; ,” and repeated comma-separated sections), suggesting generated or corrupted source text."", ""It uses practical, consistently organized instructional prose but includes uneven phrasing and specific formulaic details characteristic of an instructional language model output."", ""The long, repetitive sentence structure and occasional lexical awkwardness make a human source less likely.""]",971.0,230.0,1201.0,
test::T0129,T0129,test,howto,openai,gpt-5.6-luna,2,False,"[""microsoft/Phi-4-mini-instruct"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""human"", ""mistralai/Mistral-7B-Instruct-v0.3""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.27,"{""human"": 0.12, ""HuggingFaceTB/SmolLM3-3B"": 0.16, ""Qwen/Qwen3-4B-Instruct-2507"": 0.18, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.27, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.13}","[""The passage has awkward punctuation and fragment-like section joins, suggesting extraction or generation artifacts rather than polished prose."", ""It uses practical, repetitive instructional phrasing with concrete measurements and somewhat uneven specificity."", ""The organization resembles a lightly edited informational article, but the formatting artifacts make a human-authored source less likely.""]",971.0,209.0,1180.0,
test::T0129,T0129,test,howto,gemini,gemini-3.5-flash-lite,0,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""google/gemma-4-E4B-it"", ""Qwen/Qwen3-4B-Instruct-2507"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""HuggingFaceTB/SmolLM3-3B""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.03, ""Qwen/Qwen3-4B-Instruct-2507"": 0.03, ""google/gemma-4-E4B-it"": 0.03, ""microsoft/Phi-4-mini-instruct"": 0.03, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""Punctuation artifacts like '; , ' suggest imperfect formatting typical of human compilation or copy-pasting from notes."", ""Practical, specific advice regarding pig house construction and cattle panels lacks the formulaic meta-commentary typical of LLMs."", ""The unstructured and slightly fragmented list flow aligns more with user-generated instructional text than synthetic instruction-tuning.""]",,,1174.0,
test::T0129,T0129,test,howto,gemini,gemini-3.5-flash-lite,1,False,"[""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""human""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.02, ""Qwen/Qwen3-4B-Instruct-2507"": 0.04, ""google/gemma-4-E4B-it"": 0.03, ""microsoft/Phi-4-mini-instruct"": 0.03, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""Punctuation artifacts like '; , ' suggest imperfect scraping or compilation typical of human-authored web text."", ""Practical, highly specific construction details (e.g., twelve bales of straw, polycarbonate roofing) reflect authentic experiential writing."", ""Lacks the standard overly structured, bulleted format frequently generated by instruction-tuned models.""]",,,1169.0,
