domain,prompt_id,source_type,model_name,model_id,text,n_words,valid_length,seed,temperature,top_p,human_dataset
howto,,human,human,human,"One big indicator that someone is totally into you is by checking to see if that person has reached out to you via social media. This means someone is thinking about you when you are not together and wants to learn more about your personal life., If she sends you a text message just to see what you are doing, or texts you all day long, then she probably can't get you off of her mind. Constant communication is a clear sign that she has a crush on you., If someone has a crush on you, she may lightly make fun of you, not to hurt your feelings, but to make you smile. The is a common method of flirtation.Along with teasing, watch for funny conversations. Chances are, she will try to keep conversations light and funny to get you to laugh, if she has a crush on you. , It can be hard to tell if someone always tries to look their best, or if it is for you. If you are Facebook friends, try looking at her photos to get a sense of what her appearance is like when you two are not around each other. If it seems that she tries to look at her best only around you, then you know she is trying to impress you., If someone stops at a shop you love to buy you a special gift, or surprises you with a little treat, then it is a sign of a crush. She wants to make you happy with her small gestures of affection and show you that she cares., If someone is always willing to spend time with you and never misses a chance to see you, then you can be sure she has a crush on you. Watch to see if she attends the same parties as you or cancels on other plans to hangout with you., If someone is crushing on you, be ready for compliments about even the smallest changes you make. Someone who likes you will notice when you get a haircut or buy a new pair of shoes, and she will let you know about that new change with a compliment.",365,True,,,,boundless-asura/wikihow
howto,,human,human,human,"Understand your strengths and weaknesses. If your team doesn't have a strong sniper, you must go on the attack, and take the other team out. If your team has strong snipers, then set up traps, where when the other team comes into a zone you have people shooting from all directions, even experiment with your positions to see find your best two more example if any team member thinks it would be too likely to get tagged in the middle of the paintball war and it is too risky if they get noticed then being a sniper might be a better choice. The second example is if any team member thinks ""Oh, who would want to mess with this person in the middle of the field"", then go for Infantry, Rifleman, Gunner, Guard, Patrol or Scout, these two examples are found out from experience and practice so this may take some practice at paintball to realize this type of suggestion. Please keep in mind that the more noticeable you are, the more prone you are to get tagged; things like sound, improper camouflage,bright colors,radios,loud music,some times you're better off keeping it to your self then saying it to others think of it it's a better choice to keep it to your self about reloading then to yell cover me reloading in case of snipers or other opponents that find you compared to not being noticed from keeping it to self; , At the beginning of the game, when choosing teams, notice what type of weaponry the other team has. Notice the key players (these are usually the leaders of the teams) and what they have with them. Notice ammo supply that the key players have. You must be very observant!but don't rudely stare at them because then they will notice you and tag you remember to consider the weaknesses in tactics of both your opponents action and weapon for example if there's a whole bunch of opponents you don't use your paintball gun what you use is a paintball grenade, if you think someone is about to paint grenade you or tag you tag them fast before they get a chance , Figure out where you can make your strong side. Plan for attacks. You must hope for the best, but plan for the worst. Have an attack squad, and a defense squad.",393,True,,,,boundless-asura/wikihow
howto,,human,human,human,"Nerf doesn't actually make many air-pressure pump guns, but many people refer to all foam blasters as ""Nerf guns,"" so this is a common mod in Nerf circles. These guns are typically primed by pumping a primer about five times to build up air pressure, which then shoots the gun. A plastic release valve is included for safety purposes, keeping the gun from exploding. You can plug that valve and get more power out of your gun, as long as you're careful. , On a pump-action gun like this, the pump should come loose in one easy piece. It should have a long insert and a thicker chamber that's used to fill with air, a bit like a bike pump or some other kind of pressure pump. Pull it loose, as it shouldn't be screwed into anything after you remove the housing. Unscrew the end cap and pull the primer from the air chamber housing. It should have an end piece with a little rubber seal around it, which is used to create friction and pump the air. , On the end of the chamber where the air is pumped, there should be a little open release valve, which is basically just a hole. This is used to let some air escape if you over-pump the gun, creating too much pressure. If you plug this hole, you can get a lot more strength out of your blaster. Use a small dot of hot glue over the hole, smoothing it out and making sure it seals and covers the hole completely. Let it dry thoroughly before moving forward. Please note that the release valve is included to keep the plastic from breaking and popping open when you fill the chamber with pressure. It's toy-grade plastic we're talking about here, not strong metal, so you'll run the risk of breaking the gun completely if you do this, making it irreparable. You might get more power out of it, but only for a short period of time before it breaks. , Another way to increase the power is to remove the black rubber O-rings from the plunger in the air pump and replace them with thicker rubber. This will create a tighter seal around the pump, creating more pressure and more power with each shot.",382,True,,,,boundless-asura/wikihow
howto,,human,human,human,"If your parent is likely to downplay their alcoholism to a medical professional, consider going with them to their medical appointments. Raise any concerns you have with their medical professional. If your parent minimizes their alcoholism or tries to talk around it, speak up and make sure your parent has adequate information about how alcohol may affect their health.Ask the medical doctor, “Are there any guidelines you would suggest for alcohol consumption? How might these medications interact with alcohol?” , Quitting alcohol cold turkey can cause severe or even deadly withdrawal symptoms.Talk to your parent’s doctor or other medical professionals about creating a healthy and effective way to reduce or eliminate your parent’s alcohol consumption. Your parent’s doctor may prescribe a medication to help your parent reduce their alcohol consumption, or they may refer your parent to an addiction specialist or mental health specialist. A psychologist or other mental health specialist may be able to help address any underlying psychological issues that might be contributing to your parent’s drinking. , If your parent is in assisted living or you are planning to look into assisted living, check their alcohol policies. Some may serve alcohol, others may ban it, some consider alcohol only under a physician’s guidance, still others only allow it in certain areas. Think about what may be the best option for your parent. Carefully consider the options before making a choice.If you’re about to admit a parent to assisted living, let staff and physicians know ahead of time of your parent’s alcoholism. , While you may think you are helping your parent, it’s likely they will go buy more. This can lead to anger, resentment, bitterness, fights, or large disagreements, especially if your parent is under the influence when you do it. Your parent will only stop drinking when they are ready to get help and not before, despite your best efforts.Also keep in mind that abruptly cutting off your parent’s access to alcohol can lead to dangerous or deadly withdrawal symptoms. , If you know your parent is likely to drink, find an alternative way for them to go home. Offer a ride, find a taxi, or plan to meet at their place. If you know your parent is resistant to get help, keep them safe in the meantime.",382,True,,,,boundless-asura/wikihow
news,,human,human,human,"By . Daily Mail Reporter . PUBLISHED: . 16:10 EST, 3 May 2012 . | . UPDATED: . 16:19 EST, 3 May 2012 . The wife of a former Minnesota Viking was convicted today of two felonies in a hit-and-run that killed a man. Amy Senser was charged with three felony counts of criminal vehicular homicide in the death of Anousone Phanthavong. Senser was found guilty of two counts: leaving the scene of an accident and failure to promptly report an accident. She was acquitted on a third felony charge of gross negligence. She was also convicted of misdemeanor careless driving. Deliberation: The jury found Amy Senser guilty of two of the three counts after she fatally hit Anousone Phanthavong on August 23 last year and left the scene of the accident . Senser, 45, of Edina, showed little emotion as the verdicts were read. She stared straight ahead. Jurors looked tense at the conclusion of the highly publicized trial, with one crying and dabbing at tears with a handkerchief. Senser was to remain free until . sentencing. Each felony count was punishable by up to ten years in . prison, but sentencing guidelines suggested four years for each count. The misdemeanor carried a potential sentence of up to 90 days in jail. To get a conviction on the first felony . count, the prosecution had to prove that she knew she hit a person. On . the second count, the prosecution needed to prove that not only did she . know she struck someone but that she failed to report it as soon as . reasonably possible. The third requires the jury to conclude she acted . with gross negligence, not just ordinary negligence. Phanthavong, 38, was a chef at a Thai . restaurant near the site of the accident. His car had run out of gas . and he had pulled to the side of the highway exit ramp. He was filling the car's tank when he . was hit. Parts of a Mercedes were found at the scene, and authorities . sought the public's help in finding the driver. Nearly 24 hours later, attorney Eric . Nelson called authorities to tell them they could pick up the vehicle . involved at the Sensers'. Despite giving up the vehicle, the . Sensers didn't talk to police, fueling speculation about who was driving . and whether alcohol was involved.",400,True,,,,abisee/cnn_dailymail
news,,human,human,human,"(Tribune Media Services) -- Be forewarned, Ireland is seductive. Traditions are strong and stress is a foreign word. I fell in love with the friendliest land this side of Sicily. It all happened in a Gaeltacht. As you explore the lush Dingle Peninsula, you'll see how the Emerald Isle got its name. Gaeltachts are national parks for the traditional culture, where the government protects the old Irish ways. Shaded green on many maps, these regions brighten the west coast of the Emerald Isle. Gaeltacht means a place where Gaelic (or Irish) is spoken. But the Irish culture is more than just the language. You'll find it tilling the rocky fields, singing in the pubs, and lingering in the pride of the small-town preschool that brags ""All Gaelic."" The Dingle Peninsula -- green, rugged, and untouched -- is my favorite Gaeltacht. While the big tour buses clog the neighboring Ring of Kerry before heading east to kiss the Blarney Stone, in Dingle it still feels like the fish and the farm actually matter. Fishing boats still sail from Dingle, and a nostalgic whiff of peat scents its nighttime air, offering visitors an escape into pure Ireland. For 30 years my Irish dreams have been set here, on this sparse but lush peninsula where locals are fond of saying, ""The next parish is Boston."" Of the peninsula's 10,000 residents, 1,500 live in Dingle Town. Its few streets, lined with ramshackle but gaily painted shops and pubs, run up from a rain-stung harbor, home to a friendly dolphin. You'll see teenagers -- already working on ruddy beer-glow cheeks -- roll kegs up the streets and into the pubs in preparation for another night of music and craic (fun conversation and atmosphere). The Dingle Peninsula is worth exploring by bike or car. It's 10 miles wide and runs 40 miles from Tralee to Slea Head. The top of its mountainous spine is Mount Brandon, at 3,130 feet, the second-tallest mountain in Ireland. While only tiny villages lie west of Dingle Town, the peninsula is home to 500,000 sheep. The weather on this distant tip of Ireland is often misty, foggy, and rainy. But don't complain -- as locals will explain, there is no bad weather ... only inappropriate clothing. Leaving Dingle Town by car or bike, it becomes clear that the peninsula is an open-air museum.",392,True,,,,abisee/cnn_dailymail
news,,human,human,human,"(CNN) -- It's hard to imagine Meryl Streep having second thoughts about tackling any role, but the actress admits that she had doubts about ""Doubt,"" her newest project. The cast of ""Doubt,"" from left: Viola Davis, Amy Adams, Meryl Streep and Philip Seymour Hoffman. The film -- based on a Tony Award- and Pulitzer Prize-winning play by the same name -- examines what happens when a strict nun who heads a Catholic school in the Bronx suspects a charismatic priest of having an inappropriate relationship with a student. ""I actually didn't think it would ever be a movie,"" Streep said. ""It was so thoroughly realized on stage, and it was so minimal. It was hard to imagine how or why you would make a movie out of it."" But Streep, who plays the terrifyingly severe and determined school principal, Sister Aloysius Beauvier, said she changed her mind when she saw the final product. ""How did they make the play without any children in it? It is just sort of amazing to me, because to me they are sort of the landscape. They are the lambs of the movie. They are the stakes. They are why everybody is passionate."" Her co-stars are passionate about sharing the screen with a Hollywood legend. Philip Seymour Hoffman, who plays the priest targeted by Streep's character in the film, says he ""adores"" her. Amy Adams calls Streep ""a sweetheart."" Viola Davis says she's ""just fantastic."" Davis' performance in the movie is generating Oscar buzz, with Streep advising the actress to pick out a dress for the Academy Awards. Davis, who plays the mother of the student at the center of the sexual abuse allegations at the school, said she drew on the experiences of her mom and other women she knows to bring the role to life. She expressed awe about any suggestion of an Oscar nomination. ""It's surreal. I don't know how to respond to that anymore,"" Davis said. ""All I wanted to do was good work. ... Everything else is just the icing on the cake."" The movie is set in 1964, but the play was written by John Patrick Shanley after the sexual abuse scandal that rocked the Roman Catholic Church several years ago.",372,True,,,,abisee/cnn_dailymail
news,,human,human,human,"By . Phil Vinter . PUBLISHED: . 07:38 EST, 12 April 2012 . | . UPDATED: . 13:29 EST, 12 April 2012 . Patrick Swayze famously said 'nobody puts Baby in the corner' - but the Dirty Dancing line doesn't appear to apply to the mums who want to see their little girls crowned as the next UK Disco Kid champ. As their fake orange tans shimmer and the thousands of sequins on their expensive, garishly-coloured costumes sparkle under the bright lights, it could be a Vegas show. But it is in fact the surreal world of under 10 freestyle disco dancing where girls as young as four and their mums go to huge lengths to achieve glory in this fiercely competitive environment. SCROLLL DOWN FOR VIDEO . Dressed up: Parents spend thousands on their daughters to ensure they wear the glitziest costumes possible complete with sequins and hair fasteners . Tiring: Cara collapses to the floor with exhaustion after giving her all in a disco dancing performance . In scenes some may find uncomfortable the frenzied crowd whoops and hollers as the gaggle of heavily made up petite dancers push their bodies to the limits as they flip and leap around the dance floor of the famous Blackpool Tower Ballroom. The child dance scene has been highlighted in a Channel 4 documentary which chronicles the journey of four nine-year-old girls as they battle through a series of heats to try and achieve their dream. It reveals the girls' rigorous training schedule which involves contorting their small frames into near-impossible positions and performing unbelievable feats of flexibility, stamina and strength for more than six hours a day. Such is the effort put in by the girls in the documentary that one is shown to collapse in a competition and another appears to be in serious physical discomfort as she takes drags from an asthma inhaler. Balanced: Young Clemmy contorts her body into a near impossible position as she trains for the final of the Disco Kid competition . Painful: A young girl lets out a little scream of pain as she is . pushed from behind by reigning Disco Kid champ cara . Take-off: One of the girls leaps in the air as she takes part in a heat en route to reach the final .",386,True,,,,abisee/cnn_dailymail
news,,human,human,human,"(CNN) -- A convicted sex offender who was sentenced to death for killing a 9-year-old Idaho boy is scheduled to be arraigned Monday on charges related to the killing of a 10-year-old California boy. Joseph Edward Duncan III will answer charges in the 1997 abduction and murder of Anthony Martinez. Joseph Edward Duncan III is expected to appear in court in Riverside County, California, to answer to charges in the 1997 abduction and murder of Anthony Martinez, said a spokesman for the Riverside County District Attorney's office. Investigators have charged Duncan with murder in Anthony's death. Law-enforcement officials also are investigating whether Duncan, who committed his first sexual offense at the age of 12, can be tied to other crimes, according to CNN affiliate KTLA in Los Angeles, California. Martinez was kidnapped on April 4, 1997 from an alley near his home in the city of Beaumont, the station reported; the boy's naked body was discovered a little over two weeks later. Duncan has confessed to killing Martinez and crushing the boy's head with a rock, KTLA reported, citing court documents. Authorities reportedly discovered the boy's body by following vultures to a remote section of a nearby canyon. The body was partially buried under a pile of rocks and bound with duct tape, according to KTLA. Duncan, a high school dropout and drifter, was sentenced to death last August for the torture and murder of Dylan Groene, a 9-year-old Idaho boy. He was convicted of kidnapping Dylan and his then 8-year-old sister before torturing them at a remote campsite and fatally bludgeoning members of their family. In 2007, Duncan pleaded guilty to murder and kidnapping counts in state court for the hammer-attack murders of three other Groene family members. If convicted of murdering Martinez, Duncan can be sentenced to death again.",301,True,,,,abisee/cnn_dailymail
news,,human,human,human,"By . Ray Massey and Anthony Bond . PUBLISHED: . 18:03 EST, 12 July 2012 . | . UPDATED: . 12:46 EST, 13 July 2012 . The M4 motorway has reopened in both directions a week after it was closed for emergency repair works but questions have been raised if the job was rushed to prevent national humiliation. The road, which is expected to be one of the busiest routes during the Olympic Games, was shut last Friday between junctions 2 and 3 after cracks were discovered on a viaduct. It was reopened to traffic - but only to cars and lorries under 7.5 tonnes - at around 5.30am after engineers completed the 'complex' repairs which were due to be fixed yesterday. It prompted Labour to question if safety corners were cut and the job rushed to prevent embarrassment ahead of the arrival of Olympic athletes and their families on Monday. SCROLL DOWN FOR VIDEO . Good news: The M4 motorway has reopened in both directions a week after it was closed for emergency repair works, the Highways Agency said this morning . Labour shadow transport spokesman John Woodcock described the reopening of the M4 as a 'huge relief', but said ministers needed to come out and confirm they were totally happy that the road was safe to use. He said: ’Given the scale of the problem, ministers need to come out and say they are completely confident the crack is fixed.’He told BBC Breakfast: 'The whole country wants the Olympics to be a huge success so it is a huge relief that the road is open because of the chaos it would have caused with athletes arriving on Monday to travel to the Olympic Village.’ The shadow transport minister added: 'There are real questions as to why this crack was found so late in the day as works have been going on there for some time.'The Highways Agency hinted that an exception to the weight rule may be made for Olympic coaches transporting Olympic VIPs and athletes to and from Heathrow preparations for the games get underway.A spokesman added: ""The crack was discovered during an ongoing repair programme. Work on that continues and for this reason vehicles weighing 7.5 tonnes or more will still be restricted from using the motorway between the junctions.",384,True,,,,abisee/cnn_dailymail
news,,human,human,human,"By . Daily Mail Reporter . PUBLISHED: . 08:05 EST, 20 June 2012 . | . UPDATED: . 05:47 EST, 21 June 2012 . The London cable car which will fly Olympic spectators over the Thames will open before the end of this month, Transport for London said today. Transport chiefs have also revealed the pricing structure for the Emirates Air Line - saying it will cost some spectators as much as £16 to buy tickets for the 1.1km river crossing on the £50m cable car. Transport for London said the cable car will open to the public at midday on June 28 - almost a month before the start of the Olympics themselves on July 27. The Emirates Airline seen against the backdrop of the Gherkin, one of London's most famous landmarks . Cabins are tested high above the O2 arenas, formerly the Millennium Dome, and the River Thames in London . During the test drives the gondolas were filled with workers to see how the system would cope with passengers . The month-long period before the Olympics will see transport bosses recoup as much as possible of the rumoured £50m cost of the Emirates Air Line. A 'frequent flyer' ticket for the cable car costs £16, while a one-off, single adult journey costs £4.30 for those who don't have an Oyster Card. The cost of a single ride for non-Londoners and tourists, most of whom won't have Oyster travel cards, equates to around £1 per minute for the five-minute ride from Greenwich to the Royal Docks. The Emirates Air Line will link between the 02 Arena in Greenwich and the ExCel exhibition centre, carrying 2,500 people an hour. The frequent flyer ticket gives tourists 10 journeys at the cost of £16. A single, adult, pay-as-you-go fare with an Oyster Card will cost £3.20, while a cash ticket for those aged 15 or under will cost £2.20 and the fare will be £1.60 for those using Oyster cards. The cables run high above the skyscrapers of Canary Wharf giving the passengers excellent views of the City . Shuttles: The 34 gondolas will be able to take 2,500 passengers an hour . Riders will also be able to make a . non-stop round trip on the cable car, with views of the City, Canary . Wharf, the Thames Barrier and the Olympic Park, at a cost of £6.40 with .",400,True,,,,abisee/cnn_dailymail
news,,human,human,human,"By . Rob Waugh . PUBLISHED: . 05:43 EST, 1 May 2012 . | . UPDATED: . 06:20 EST, 1 May 2012 . The Advertising Standards Authority has widened its inquiry into 'false' claims made by Apple about the capabilities of its new iPad - which is advertised as offering a network UK consumers cannot use. The regulator said was investigating ‘potentially problematic’ claims on Apple’s website about the iPad’s 4G capabilities in the UK. The UK does not yet have widespread 4G coverage, and the iPad will be incompatible with it when the first networks arrive. The feature is much-hyped by Apple as a selling point for the new tablet. Wall of iPads in London's Covent Garden Apple Store: The UK does not yet have widespread 4G coverage, and the iPad will be incompatible with it when the first networks arrive. The feature is much-hyped by Apple as a selling point for the new tablet . This 4G stands for ‘fourth . generation’, a new kind of signal technology used to receive . the internet on mobile phones. Much of the UK already uses 3G, but demand for 'on the go' data means the networks are overloaded. What will make 4G diffferent? The industry says 4G will allow . mobile internet to run at the . same speed as domestic superfast . broadband. This will allow . users to watch videos more . easily on the go, and could . provide access to those whose . are out of reach of underground . broadband cables. When will Britain get its first 4G network? The firm Everything Everywhere . estimates it will be able to put . out the first 4G signal by the end . of this year. It yesterday . published a report saying that a . roll-out of 4G would need £5.5billion . from telecoms companies, but . could create up to 125,000 jobs. Why won't it work with Apple's iPad? The iPad’s current 4G configuration means it will . not be able to connect to British and European networks because the . frequencies are different to those used in the US and Canada. Apple has already offered a refund to . all Australian buyers of the new tablet - which has a similarly . incompatible network - in response to pressure from a consumer . watchdog.",390,True,,,,abisee/cnn_dailymail
news,,human,human,human,"JOHANNESBURG, South Africa (CNN) -- The political crisis that has gripped Zimbabwe for nearly a year may be drawing to an end, but a deadly cholera outbreak there is only getting worse. Zimbabweans walk through mounds of garbage. Lack of sanitation and clean water make cholera spread. The newly formed cabinet of Zimbabwe's unity government met for the first time Tuesday, the same day that Medecins Sans Frontieres (Doctors Without Borders) released a report warning that the epidemic shows no signs of slowing. The outbreak -- one of the world's largest, according to the World Health Organization (WHO) -- is only getting worse, and could be a stepping-stone to other epidemics and health crises, international agencies say. Since August, at least 3,623 people have died and 76,127 people have been infected by cholera, a preventable water-borne bacterial illness that causes severe diarrhea, vomiting and dehydration and can lead to death in a matter of days if not treated. According to a report released Tuesday by Medecins Sans Frontieres (Doctors Without Borders), new cholera patients were being registered at a rate of one every minute at the beginning of February in Zimbabwe. Unless urgent action is taken, the aid group said, the country could see a worsening of the ""massive medical emergency that is spiraling out of control,"" MSF President Dr. Christophe Fournier told CNN Tuesday after his latest visit to Zimbabwe. MSF says the response from the international community to the crisis has been slow and inadequate, and it called on donors to put aside politics and send help immediately. The cholera epidemic has been left to fester as the Zimbabwean government grappled with questionable elections, opposition charges of fraud, power-sharing talks and the creation of a unity government in the last year. During that time, the country's economy and infrastructure imploded, with sanitation systems and garbage collection becoming virtually non-existent. ""The reasons for the (cholera) outbreak are clear: lack of access to clean water, burst and blocked sewage systems, and uncollected refuse overflowing in the streets, all clear symptoms of the breakdown in infrastructure resulting from Zimbabwe's political and economic meltdown,"" the MSF report said. The disease is contracted ""by drinking water or eating food contaminated with the cholera bacterium,"" the Centers for Disease Control and Prevention (CDC) said on its Web site.",384,True,,,,abisee/cnn_dailymail
news,,human,human,human,"Star Wars fans' expectations went sky-high after a photograph of the Millennium Falcon and an X-wing fighter was taken from the air and published online. The picture, showing the spacecraft on set at Greenham Common near Newbury in Berkshire, was taken from a flight school plane flying over the area. It was published on Twitter by Airbourne Aviation Ltd who said: 'Come and book a trail flight with us and fly over the StarWarsEpisodeVII set. Your never know what you might see.!![sic]' Scroll down for video . Skywalking: The Millennium Falcon, left, and an X-wing fighter, right, were snapped from the skies above Greenham Common, near Newbury in Berkshire. The craft, which seems to be half-constructed in this photograph, is set to feature in the new Star Wars film . Her first flight: Han Solo's famous spaceship as it appeared on screen in the original Star Wars in 1977 . The former airfield was famous in the 1980s for the women's peace camp that sprang up around it in protest at the stationing of nuclear weapons on the site. One fan, Tom Bexx said: 'Newbury has become cool THE millennium falcon is here', with another, JasonJ, writing: 'It's not easy to try & hide the Millennium Falcon! Beautiful set'. Star Wars: Episode VII, which is due to be released in cinemas in December 2015, reunites many of the cast of the original films including Mark Hamill, Harrison Ford and Carrie Fisher. The movie's filming schedule was thrown into chaos in June when Ford, who plays Han Solo, suffered a broken leg after the hydraulic door of the Millennium Falcon fell on him at Pinewood. He has since recovered. Space tech: Wires and plugs litter the ground when the cast and crew filmed scenes for the new film in the Forest of Dean, Gloucestershire, above, earlier this year . Oldies and goodies: Star Wars veterans Mark Hamill, Carrie Fisher and Harrison Ford, left to right, will return to battle space baddies in the latest film in the sci-fi series that's due in cinemas in 2015 . Break from filming: Shooting had to stop in June when Harrison Ford, above, broke his leg on set at Pinewood .",366,True,,,,abisee/cnn_dailymail
news,,human,human,human,"By . Daily Mail Reporter . PUBLISHED: . 10:04 EST, 28 June 2012 . | . UPDATED: . 13:48 EST, 28 June 2012 . Eva Hudson, died after being wrongly diagnosed at the Royal Bournemouth Hospital, Dorset . A grandmother died after an Indian doctor made a ‘catastrophic error’ by misdiagnosing kidney failure for a poverty-related infection common in the sub-continent. Dr Neeraj Tekkar wrongly believed Eva Hudson was suffering from hookworm when she was rushed to the Royal Bournemouth Hospital in Dorset. Hookworm is parasitic infection of the intestines that is prevalent in underdeveloped parts of the world like southern India but is rare in Britain. Dr Tekkar had only moved to the UK in 2009 and started working at Bournemouth Hospital in 2011. In fact Mrs Hudson, 77, was suffering from kidney disease which Dr Tekkar did not spot and the mother-of-three and grandmother-of-five died four days later. At an inquest into her death, a coroner recorded a verdict that Mrs Hudson died of natural causes with 'neglect a contributory factor'. Mr Sheriff Payne, the Bournemouth coroner, added that she may have been alive today had she received proper treatment. He said: 'He came up with a novel diagnosis that she was suffering from hookworm - he reassured the family. Daughter Julie Sansome (left) said . Dr Tekkar made a catastrophic error of judgement. Pictured with other members of Eva's family including , Mike Hudson, Sharon Brown and Dave Brown . 'He effectively ignored readings that . showed renal impairment. He should have got further advice on that . aspect and not let her leave the hospital. 'I think she may well have been saved or lived longer if there had been more attention carried out.' Dr Tekkar is still working at Bournemouth Hospital but his position is currently under review by the General Medical Council. Afterwards . Mrs Hudson’s daughter Julie Sansome blasted the Dr Tekkar, who . qualified as a doctor in India in 2003, as well as hospital bosses. She said: 'Dr Tekkar made a catastrophic error of judgement in misdiagnosing my mum. 'However, . we feel the blame must also fall on the shoulders of the Royal . Bournemouth Hospital for allowing him to be left unsupervised in a .",376,True,,,,abisee/cnn_dailymail
news,,human,human,human,"Technology company IBM is putting its supercomputer Watson to work - in a robot call centre. The artificially intelligent computer system is taking on the role of customer service manager and will be called Watson Engagement Advisor. Companies will be able to sign up to IBM's service and its customers can then ring a helpline and complain or get help from the Question Answering (QA) machine. The IBM Watson Mobile Developer Challenge invited teams to design mobile apps using Watson's, pictured, cognitive computing capabilities. The 25 finalists will now submit prototypes for judging, after which only five teams will present proposals to IBM. Three winners will get access to the Watson's developer platform . Customers will be able to ask the Watson Engagement Advisor questions by phone, email and instant messaging. A smartphone app called 'Ask Watson' (pictured) is due to launch later this year . In February 2011 Watson appeared on American quiz show Jeopardy. During the show, clues are given to . contestants that 'require analysis and understanding of subtle meaning, . irony, riddles and other language complexities' that humans can perform . naturally but computers, traditionally, do not. Watson had to be programmed to make decisions and conclusions in this way by a team of experts at IBM. During the show, Watson was given clues as electronic texts, as they were also presented to the human contestants. Watson would then parse the clues into different keywords and sentence fragments in order to find statistically related phrases. The more algorithms that find the same answer independently the more likely Watson was to be correct. Once Watson had a number of . potential solutions, it was able to check against its database to make . sure the answers made sense. Watson then evaluated the response and determined whether to virtually press the buzzer. Watson would then speak with an . electronic voice synthesized from recordings that actor Jeff Woodman . made for an IBM text-to-speech program in 2004. Watson has previously taken part in American . quiz show Jeopardy, and has helped medical research teams diagnose illnesses . in patients. This latest role will use the computer's internal knowledge database to handle customer complaints. With the new service customers can ask Watson questions using conversational language during a phone call. They can also ask questions to Watson through web forms, emails and an Instant Messaging service.",397,True,,,,abisee/cnn_dailymail
news,,human,human,human,"By . Jill Reilly . PUBLISHED: . 06:22 EST, 5 June 2012 . | . UPDATED: . 10:15 EST, 5 June 2012 . Her unnatural tan shocked the world as much as the allegations that she took her five-year-old daughter into a sunbed booth, but new photos has revealed what 'tanning mom' looked like before she bombarded her skin with ultraviolet rays. In a series of monochrome shots taken in her twenties, Patricia Krentcil has a fresh-faced appearance and a smooth, clear complexion. The cleavage-baring swimwear photos are thought to have been snapped as she tried to break into the world of glamour modelling. The shots serve as evidence of how the 44-year-old's excessive tanning habit has affected her skin over the past two decades. Scroll down for video . Two decades before: Smiling widely at the camera in a series of monochrome shots, Patricia Krentcil has a fresh-faced appearance and a smooth, clear complexion . Cover girl: Pictured in her twenties, the cleavage-baring swimwear photos are thought to have been snapped as she tried to break into the world of glamour modeling . Changing faces: The photos serve as evidence of how the 44-year-old's excessive tanning habit, right, has affected her skin over the past two decades . It even appears that her face is a . few shades lighter than her body - a stark contrast to the deep tan she . sports now years over twenty later. The New Jersey woman is dubbed 'tanning mom' for allegedly taking her five-year-old daughter to a tanning salon. Krentcil, who became the target of . public ridicule for her unnatural complexion and wild media appearances, . was due in state Superior Court yesterday. But the hearing was cancelled, because . the Essex County Prosecutor's office referred the case to a New Jersey . grand jury instead. She is believed to pay $99 a month for unlimited access to the sunbed booths. Today she was pictured in a car outside her home today holding the $29.95 'Tanorexic' mom doll. Color chart: Mrs Krentcil sported a tan . back in her high school yearbook photo as well . Ringing endorsement: Patricia Krentcil, is seen leaving her home this morning holding the $29.95 'Tanorexic' mom doll . Krentcil told New York’s Daily News . that some days she tans more than others likening her extreme tanning .",394,True,,,,abisee/cnn_dailymail
news,,human,human,human,"A mother is suing the city of Pierre, it's former police chief and . members of its police department, saying an officer used excessive force . and violated her 8-year-old daughter's rights when he shot her in the . chest with a stun gun. Dawn Stenstrom is seeking unspecified damages in the suit filed in federal court in late July. Authorities say the officer shot the girl with the stun gun from 5 to . 6 feet away because she was suicidal and brandished a knife. A mother is suing the city of Pierre, it's former police chief and members of its police department (not pictured), saying an officer used excessive force and violated her 8-year-old daughter's rights when he shot her in the chest with a stun gun . 'The force of the electricity shot through her body, lifted her and threw her against the wall,' the . Former Pierre Police Chief Bob Grandpre stood by the officer who used the Taser on the girl . lawsuit says. The state Division of Criminal Investigation later concluded that the . officer was justified in using his Taser on the girl because it was the . safest method to defuse the situation. Dana Hanna, an attorney for Stenstrom, told the Rapid City Journal . that the girl suffered physical, psychological and emotional injuries. 'There is no excuse for cops to use a Taser on an 8-year-old child,' Hanna said. Attorney Rob Anderson, who is representing the defendants in the . lawsuit, told The Associated Press on Friday that he does not comment on . pending litigation. The mother and child now live on the Rosebud Indian Reservation, according to Hanna. At the time of the incident, the the police chief is defended the . action - saying the girl was a threat to the officer and to herself and . that the Taser jolt actually saved her life. Three . officers responded to the girl's home in Pierre, South Dakota, after a babysitter dialed 911 and reported that the girl was . suicidal and stabbing herself in the leg with a 4-and-a-half-inch . kitchen knife. Police Chief Bob Grandpre said his officers responded according to protocol. Grandpre has refused to release the officer's name, but says he has not been disciplined and remains on the job.",385,True,,,,abisee/cnn_dailymail
